r/e,5001+,4501-5000,4001-4500,3501-4000,3001-3500,2751-3000,2501-2750,2251-2500,2001-2250,1751-2000,1501-1750,1251-1500,1001-1250,801-1000,701-800,501-700,401-500,351-400,301-350,251-300,201-250,151-200,101-150,76-100,61-75,51-60,41-50,31-40,11-30,3-10,2
1st,17.5,18,18.5,19,19.5,20,20.5,20.75,21,21.5,21.75,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,28,30,31,35,37,40,50,70,100
2nd,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15,15.5,16,17,20,21,22,25,25,30,30
3rd,7.2,7.4,7.4,7.4,7.7,7.7,7.9,7.9,8.1,8.1,8.3,8.3,8.5,8.5,8.8,8.8,9,9.2,9.4,9.6,9.8,10,10.6,12,13,15,15,20,20
4th,5.2,5.4,5.4,5.4,5.7,5.7,5.9,5.9,6.1,6.1,6.3,6.3,6.5,6.5,6.8,6.8,7,7.2,7.4,7.6,7.8,8,8.6,9.5,10,11,12,15
5th,4.2,4.4,4.4,4.4,4.7,4.7,4.9,4.9,5.1,5.1,5.3,5.3,5.5,5.5,5.8,5.8,6,6.2,6.4,6.6,6.8,7,7.6,8,8.5,9,11
6th,3.1,3.2,3.2,3.2,3.4,3.4,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.9,4.1,4.1,4.2,4.3,4.4,4.5,4.6,4.9,5.3,6,6.5,8
7th,2.1,2.2,2.2,2.2,2.4,2.4,2.6,2.6,2.7,2.7,2.8,2.8,2.9,2.9,3.1,3.1,3.2,3.3,3.4,3.5,3.6,3.9,4.3,5,5.5
8th,1.1,1.2,1.2,1.2,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,2.1,2.1,2.2,2.3,2.4,2.6,2.8,2.9,3.3,4,4.5
9th,0.8,0.85,0.85,0.85,0.9,0.9,0.9,0.9,1.15,1.15,1.25,1.25,1.3,1.3,1.5,1.5,1.65,1.85,1.95,2.1,2.2,2.4,2.7,3
10th,0.6,0.65,0.65,0.65,0.75,0.75,0.75,0.75,0.85,0.85,0.95,0.95,1,1,1.1,1.1,1.25,1.4,1.4,1.5,1.65,1.9,2.1,2.5
11-15,0.6,0.65,0.65,0.65,0.75,0.75,0.75,0.75,0.85,0.85,0.95,0.95,1,1,1.1,1.1,1.25,1.4,1.4,1.5,1.65,1.9,2.1
16-20,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.65,0.7,0.7,0.75,0.85,0.85,0.9,0.95,1,1.1,1.3
21-25,0.35,0.35,0.4,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.55,0.6,0.6,0.65,0.75,0.75,0.8,0.85,0.9,1
26-30,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.5,0.5,0.55,0.65,0.65,0.7,0.75,0.8
31-35,0.25,0.25,0.3,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.45,0.45,0.5,0.55,0.55,0.6,0.65
36-40,0.19,0.19,0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.4,0.4,0.45,0.5,0.5,0.55
41-50,0.18,0.18,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.28,0.3,0.37,0.4
51-60,0.16,0.16,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.2,0.2,0.2,0.24,0.27,0.3
61-75,0.14,0.14,0.14,0.16,0.16,0.16,0.17,0.18,0.18,0.18,0.19,0.19,0.19,0.22,0.25
76-100,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.21
101-125,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.14
126-150,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.13
151-175,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11
176-200,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.11
201-225,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09
226-250,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.09
251-275,0.07,0.07,0.07,0.07,0.07,0.08,0.08
276-300,0.06,0.06,0.06,0.07,0.07,0.08
301-350,0.06,0.06,0.06,0.06,0.06
351-400,0.05,0.05,0.05,0.06
401-450,0.05,0.05,0.05
451-500,0.05,0.05
501-550,0.04
